genres,id,original_title,tagline
"['Action', 'Crime', 'Drama', 'Thriller']",13939,Death Wish,"Vigilante, city style -- Judge, Jury, and Executioner"
"['Action', 'Crime', 'Thriller']",14373,Death Wish 2,First His Wife. Now His Daughter. It's Time To Even The Score!
"['Action', 'Crime', 'Drama', 'Thriller']",24873,Death Wish 3,He's back in New York bringing justice to the streets...
"['Thriller', 'Action', 'Adventure', 'Crime']",26263,Death Wish 4: The Crackdown,This time it's war!
"['Action', 'Crime', 'Drama', 'Thriller']",34746,Death Wish 5: The Face of Death,No judge. No jury. No appeals. No deals.
"['Drama', 'Mystery', 'Thriller']",996,Double Indemnity,From the Moment they met it was Murder!
"['Drama', 'Romance']",9079,Dying Young,
"['Drama', 'Action', 'Comedy', 'Music', 'Romance']",1496,Cool as Ice,"When a girl has a heart of stone, there's only one way to melt it. Just add Ice."
"['Science Fiction', 'Action', 'Adventure', 'Comedy', 'Family']",1498,Teenage Mutant Ninja Turtles,Heroes in a half shell!
"['Science Fiction', 'Adventure', 'Action', 'Comedy', 'Family']",1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,"Cowabunga, it's the new turtle movie."
"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']",1499,Teenage Mutant Ninja Turtles III,The Turtles Are Back....In Time.
"['Action', 'Thriller']",1880,Red Dawn,
"['Action', 'Crime', 'Drama']",33762,Band of the Hand,"They're back on the mean streets. But this time, they're the good guys."
"['Drama', 'Action']",103960,Born American,Freedom is just a word… until you lose it.
['Action'],11690,Bloodsport,The true story of an American ninja.
"['Drama', 'Horror', 'Mystery', 'Thriller']",29143,Eyes of Laura Mars,
['Comedy'],35292,Funny Bones,
['Drama'],36652,The Good Earth,China . . . . Land of unrest . . . tomorrow they may Starve !
"['Comedy', 'Drama', 'War']",801,"Good Morning, Vietnam",Time to rock it from the Delta to the DMZ!
"['Drama', 'Romance']",104301,The Good Mother,"Can a court determine how we should live, how we should love, how we should raise our children? Now Anna must prove that she is the Good Mother."
"['Comedy', 'Family', 'Romance']",11520,Grumpy Old Men,The best of enemies until something came between them.
"['Comedy', 'Drama', 'Romance']",1879,Guess Who's Coming to Dinner,A love story of today
"['Action', 'Crime', 'Thriller']",2085,Romeo Must Die,"In the city ruled by criminals, two families have forgotten their fear. He will make them remember."
['Romance'],13539,Here On Earth,
"['Drama', 'Comedy', 'Romance']",16222,Whatever It Takes,How low will they go to get the girls of their dreams?
"['Drama', 'Thriller', 'Romance']",109479,Buddy Boy,
"['Drama', 'Family']",17078,رنگ خدا,
"['Drama', 'Romance']",37722,Waking the Dead,Sometimes love has a life of it's own.
"['Drama', 'Romance']",75892,Sangre y arena,His courage brought them together. Her desire tore them apart.
"['Drama', 'Fantasy', 'Horror']",33516,Gothic,"Conjure up your deepest, darkest fear... now call that fear to life."
"['Comedy', 'Horror', 'Music']",99008,Hillbillys in a Haunted House,They'll scare your pants off!
"['Thriller', 'Adventure', 'Drama']",9960,Lord of the Flies,"Evil is inherent in the human mind, whatever innocence may cloak it..."
"['Drama', 'Comedy']",3082,Modern Times,"He stands alone as the greatest entertainer of modern times! No one on earth can make you laugh as heartily or touch your heart as deeply...the whole world laughs, cries and thrills to his priceless genius!"
['Comedy'],49338,National Lampoon's Last Resort,
"['Adventure', 'Drama', 'Action', 'Thriller', 'Science Fiction', 'Foreign']",2102,Solar Crisis,"In the year 2050, the battle to save the earth will be fought on the sun."
"['Comedy', 'Drama']",52961,That's Life!,
"['Fantasy', 'Drama', 'Comedy', 'Science Fiction', 'Romance']",12187,Heart and Souls,The story of four souls who needed a body and one guy who needed some soul.
"['Action', 'Drama', 'Western']",24748,Hud,The man with the barbed-wire soul.
['Drama'],990,The Hustler,They called him Fast Eddie. He was a winner. He was a loser. He was a hustler.
"['Drama', 'History']",1908,Inherit the Wind,"It's all about the fabulous ""Monkey Trial"" that rocked America!"
"['Action', 'Adventure', 'Drama']",9764,Дерсу Узала,Kurosawa's Academy Award Winning Masterpiece
"['Science Fiction', 'Drama']",840,Close Encounters of the Third Kind,We are not alone.
"['Mystery', 'Horror']",39890,The City of the Dead,300 years old! Human blood keeps them alive forever!
[],42237,Jonas qui aura 25 ans en l'an 2000,
"['Science Fiction', 'Thriller']",26689,Retroactive,
"['Drama', 'Romance']",25673,A Place in the Sun,Young people asking so much of Life... taking so much of Love!
"['Drama', 'Mystery', 'Horror']",2291,Jacob's Ladder,The most frightening thing about Jacob Singer's nightmare is that he isn't dreaming.
"['Comedy', 'Drama']",13531,Empire Records,They're selling music but not selling out.
"['Drama', 'Music']",16620,La Bamba,Born into poverty. Destined for stardom. He lived the American dream.
"['Adventure', 'Drama', 'Fantasy', 'Romance']",526,Ladyhawke,No force in Heaven will release them. No power on Earth can save them.
"['Comedy', 'Drama', 'Romance']",13346,Lucas,It's about falling in love.  For the first time.
"['Comedy', 'Drama', 'Romance', 'Music']",243,High Fidelity,"A comedy about fear of commitment, hating your job, falling in love and other pop favorites."
"['Adventure', 'Animation', 'Comedy', 'Family']",10501,The Road to El Dorado,They came for the gold... they stayed for the adventure.
"['Crime', 'Drama', 'Thriller']",11478,The Skulls,Getting in is easy. Getting out is a killer.
"['Horror', 'Thriller']",96167,Macchie solari,
['Science Fiction'],24212,Devil Girl from Mars,Invasion from Outer Space!...Sights too weird to imagine! Destruction too monstrous to escape!
['Western'],6644,El Dorado,It's The Big One With The Big Two!
"['Horror', 'Science Fiction']",41038,The Hideous Sun Demon,The Blaze Of The Sun Made Him A Monster!
"['Adventure', 'Fantasy', 'Comedy', 'Family']",879,Hook,What if Peter Pan grew up?
['Horror'],32613,Horror Express,A nightmare of terror travelling aboard the Horror Express!
"['Comedy', 'Romance']",39406,My Chauffeur,He fell in love with the help... Beverly Hills will never be the same.
"['Adventure', 'Drama', 'Action', 'Romance']",85689,The Son of the Sheik,"""An eye for an eye-a hate for a hate-that my girl, is the law of the tribe."""
"['Horror', 'Mystery', 'Thriller']",31624,I corpi presentano tracce di violenza carnale,It saturates the screen with terror!
['Western'],17529,True Grit,The strangest trio ever to track a killer
"['Action', 'Adventure', 'Comedy', 'Drama']",40841,Roadside Prophets,They weren't born to be wild. It just turned out that way.
"['Drama', 'Music']",118098,Madame Sousatzka,
"['Comedy', 'Drama', 'Family']",1793,Max Dugan Returns,Prices are double. Your love life's in trouble. The car won't start. Your boss has no heart. The door squeaks. The roof leaks. Your stereo just went mono. All you need is a little Max Dugan.
"['Drama', 'Crime']",11327,Midnight Express,"Walk into the incredible true experience of Billy Hayes, and bring all the courage you can!"
"['Drama', 'Thriller']",1700,Misery,"Paul Sheldon used to write for a living. Now, he's writing to stay alive."
"['Drama', 'Comedy']",54087,Mr. Saturday Night,It's lonely at the middle.
"['Comedy', 'Romance']",34322,Murphy's Romance,"Just when you think you've found the right guy, someone even worse comes along."
"['Drama', 'Romance']",41659,My Life,Every moment counts.
"['Drama', 'Science Fiction', 'Adventure', 'Mystery']",593,Солярис,
['Drama'],10774,Network,Not since the dawn of time has America experienced a man like Howard Beale!
"['Action', 'Drama', 'Thriller']",10083,No Way Out,"Is it a crime of passion, or an act of treason?"
"['Comedy', 'Drama']",29786,North Dallas Forty,Wait till you see the weird part.
['Comedy'],11356,The Odd Couple,Even More Funny On The Screen... Than It Was As A Broadway And City-To-City Stage Smash!
"['Drama', 'Western']",10747,The Outlaw Josey Wales,...an army of one.
['Drama'],38809,Black and White,What happens when you mix it up?
"['Crime', 'Drama', 'Science Fiction', 'Thriller']",10559,Frequency,The future is listening.
"['Action', 'Comedy', 'Drama']",20697,Ready to Rumble,They're headed to the big time...face first.
"['Romance', 'Comedy', 'Drama']",2621,Return to Me,A comedy straight from the heart
"['Action', 'Adventure', 'Drama', 'History', 'War']",10479,Rules of Engagement,A hero should never have to stand alone.
['Drama'],125709,Joe Gould's Secret,
"['Comedy', 'Romance']",49721,Me Myself I,I deserve the best and I accept the best.
"['Fantasy', 'Comedy', 'Romance']",2006,"Bell, Book and Candle",Getting Here is Half the Fun
"['Drama', 'Crime', 'Horror']",184885,The Bells,
"['Drama', 'Thriller']",46625,The End of Violence,Nothing Lasts Forever
"['Action', 'Adventure', 'War', 'Thriller']",17339,Force 10 from Navarone,
"['Comedy', 'Music', 'Romance']",26879,How to Stuff a Wild Bikini,
"['Crime', 'Drama', 'Comedy']",11305,Mystery Train,
"['Crime', 'Drama', 'History']",48211,Sacco e Vanzetti,
"['Action', 'Thriller']",28975,Taffin,He didn’t get mad… He got even.
"['Comedy', 'Drama', 'Romance']",13665,Arthur,"Not everyone who drinks is a poet, some of us drink because we're not."
['Comedy'],12309,Bachelor Party,A man's tradition every woman should know about.
"['Comedy', 'Drama', 'Family']",1552,Parenthood,"A comedy about life, love and the gentle art of raising children."
"['Science Fiction', 'Action', 'Adventure', 'Thriller']",106,Predator,"If it bleeds, we can kill it..."
"['Drama', 'Romance']",10333,The Prince of Tides,"A story about the memories that haunt us, and the truth that sets us free."
"['Romance', 'Crime', 'Drama']",11027,The Postman Always Rings Twice,You Will Feel The Heat
"['Drama', 'Comedy']",61560,Smoking / No Smoking,
['Comedy'],123757,All the Vermeers in New York,
['Drama'],27197,雪之丞変化,
"['Comedy', 'Drama']",10468,28 Days,The Life of the Party... before she got a life.
"['Thriller', 'Drama', 'Crime']",1359,American Psycho,I think my mask of sanity is about to slip.
['Comedy'],4967,Keeping the Faith,"If you have to believe in something, you may as well believe in love."
"['Comedy', 'Crime', 'Drama']",31776,Where the Money is,They make their money the old-fashioned way. They steal it.
['Comedy'],10557,East Is East,"A comedy of families, a chip shop... and a very randy dog."
"['Documentary', 'Music']",27745,The Filth and the Fury,"A Sex Pistols film - uncut, unseen, unbelievable."
"['Drama', 'Romance']",19214,Passion of Mind,What if you had two lives at once. What if you knew that one life took place only in your dreams. What if you didn't know which life was real.
"['Action', 'Drama', 'Thriller']",46686,Third World Cop,
['Drama'],71402,Coming Apart,
"['Comedy', 'Drama']",13776,Diner,"Suddenly, life was more than French fries, gravy, and girls."
"['Action', 'Comedy']",26291,Shakes the Clown,Loved by children. Desired by women. Adored by bartenders everywhere.
"['Drama', 'Music', 'Romance']",10784,Cabaret,Life is a Cabaret
"['Drama', 'Horror', 'Thriller']",10242,What Ever Happened to Baby Jane?,"Sister Sister, Oh So Fair! Why Is There Blood All Over Your Hair?"
['Drama'],27857,Prick Up Your Ears,
"['Comedy', 'Drama']",16347,Auntie Mame,Tops the Best-Seller!  Tops the Play! The One and Only
"['Comedy', 'Music', 'Romance']",4825,Guys and Dolls,It's a living breathing doll of a musical !
"['Horror', 'Thriller', 'Romance']",11654,The Hunger,Nothing Human Loves Forever
['Thriller'],10518,Marathon Man,One man's dangerous attempts to clear his father's name.
['Comedy'],11977,Caddyshack,The snobs against the slobs!
"['Drama', 'Mystery', 'Thriller']",18041,Gossip,"It can turn you on, or turn on you."
"['Action', 'Comedy', 'Drama', 'Romance']",14736,Love & Basketball,All's fair in love and basketball.
"['Action', 'Drama', 'Thriller', 'War']",3536,U-571,Heroes are ordinary men who do extraordinary things in extraordinary times.
"['Drama', 'Romance']",1443,The Virgin Suicides,"Beautiful, mysterious, haunting, invariably fatal. Just like life."
"['Crime', 'Drama', 'Mystery']",10424,Jennifer Eight,Is anyone there?
['Drama'],80677,La Legge,GINA AND MONTAND TURN DESIRE INTO FIRE WHERE THE HOT WIND BLOWS!
"['Comedy', 'Drama', 'Romance']",28971,Limelight,The masterpiece of laughter and tears from the master of comedy!
"['Drama', 'Horror', 'Romance']",49096,Ai No Borei,
['Drama'],310431,Stacy's Knights,Don't let their disguise fool you...just hope it fools everyone else!
"['Comedy', 'Drama']",40562,Committed,She'll get what she wants... no matter what it takes!
"['Action', 'Science Fiction', 'Thriller']",9456,The Crow: Salvation,"For Vengeance, For Justice, For Love."
"['Science Fiction', 'Comedy', 'Family', 'Romance']",889,The Flintstones in Viva Rock Vegas,Get ready to rock!
"['Comedy', 'Drama', 'Romance']",10564,Where the Heart Is,Laughter is harder... Friendship is stronger... Trust is deeper... When it comes from the heart.
"['Comedy', 'Drama']",15723,The Big Kahuna,
"['Comedy', 'Drama', 'Foreign', 'Romance']",19600,Bossa Nova,
"['Comedy', 'Romance']",125537,Smiling Fish & Goat On Fire,"two brothers, four women and the search for Magnetic Perfection"
"['Drama', 'Comedy']",452,Idioterne,
"['Drama', 'Foreign', 'Romance']",68170,The Last September,
['Drama'],36234,Timecode,Four cameras. One take. No edits. Real time.
"['Horror', 'Science Fiction']",39283,Carnosaur,Driven to extinction. Back for revenge.
"['Horror', 'Science Fiction']",65460,Carnosaur 2,Extinction is a thing of the past.
"['Action', 'Horror', 'Science Fiction']",55667,Carnosaur 3: Primal Species,Terror will never be extinct.
"['Drama', 'Romance']",31978,Defying Gravity,
"['Action', 'Horror', 'Science Fiction', 'Thriller']",12476,The Hidden,It's only human on the outside...
"['Drama', 'Romance']",5241,Two Moon Junction,
"['Action', 'Drama', 'Adventure']",98,Gladiator,A Hero Will Rise.
"['Romance', 'Drama', 'Adventure']",21311,I Dreamed of Africa,Sometimes the adventure of a lifetime becomes life itself.
"['Drama', 'Romance']",47724,Up at the Villa,
"['Comedy', 'Drama']",11129,Human Traffic,The Weekend has Landed!
['Drama'],94214,"Jails, Hospitals & Hip-Hop",three worlds / two million voices / one generation
[],117781,1-2-3-4 ou Les collants noirs,
"['Action', 'Drama', 'Romance', 'Thriller']",1058,Breathless,He's the last man on earth any woman needs - but every woman wants...
"['Action', 'Adventure', 'Drama', 'Family']",37112,The Great Locomotive Chase,A true-life spy story of ultimate suspense. High speed and inconceivable bravery!
"['Drama', 'Romance', 'Music']",42159,The Idolmaker,He's got the look... He's got the talent... He's got the Idolmaker... He's got it all!
"['Horror', 'Thriller']",16395,Inferno,"Before tenebrae, beyond suspiria there is... Inferno"
