,genres,id,original_title,tagline
12199,"['Crime', 'Drama']",34898,Heavens Fall,
12200,"['Comedy', 'Drama']",12555,Obsluhoval jsem anglického krále,
12201,"['Action', 'Adventure', 'Drama', 'Western']",22606,Texas Terror,
12202,"['Comedy', 'Horror']",13561,Murder Party,
12203,['Comedy'],13168,Smiley Face,High. How are you?
12204,"['Crime', 'Drama']",20714,12,
12205,['Drama'],11148,XXY,Sex makes us men and women. Or both things.
12206,"['Drama', 'War', 'Action']",46872,The Steel Helmet,It's the REAL Korean Story!
12207,['Documentary'],18312,Endgame: Blueprint for Global Enslavement,
12208,"['History', 'Drama']",17460,La faute à Fidel!,
12209,"['Science Fiction', 'Horror', 'Thriller']",5876,The Mist,"Belief divides them, mystery surrounds them, but fear changes everything."
12210,"['Comedy', 'Family', 'Fantasy', 'Romance']",4523,Enchanted,This fairytale princess is about to meet a real Prince Charming
12211,"['Action', 'Crime', 'Drama', 'Thriller']",1620,Hitman,Assassin 47
12212,"['Comedy', 'Drama']",15250,This Christmas,You can't exchange family.
12213,"['Horror', 'Thriller']",13474,P2,
12214,"['Comedy', 'Drama', 'Romance']",8079,Om Shanti Om,"For some dreams, one lifetime is not enough"
12215,"['Thriller', 'Crime', 'Mystery']",13483,Awake,"Every year, one in 700 people wake up during surgery."
12216,"['Adventure', 'Fantasy']",2268,The Golden Compass,There are worlds beyond our own - the compass will show the way.
12217,"['Drama', 'Horror', 'Action', 'Thriller', 'Science Fiction']",6479,I Am Legend,The last man on Earth is not alone
12218,"['Comedy', 'Music', 'Family', 'Fantasy', 'Animation']",6477,Alvin and the Chipmunks,Get your squeak on!
12219,"['Animation', 'Comedy', 'Science Fiction']",7249,Futurama: Bender's Big Score,Just when you thought it was safe to watch something else!
12220,['Documentary'],44783,Symbiopsychotaxiplasm: Take One,
12221,"['Comedy', 'Drama']",13998,Margot at the Wedding,One family. Infinite degrees of separation.
12222,"['Drama', 'Music']",3902,I'm Not There.,All I Can Do Is Be Me Whoever That Is
12223,"['Drama', 'Thriller']",18631,Beyond The Law,Some men are meant to stand between good and evil.
12224,"['Western', 'Drama', 'Romance']",43308,The Shepherd of the Hills,He Tamed Their Wild Hearts With His Courage and Won Them With His Love
12225,['Drama'],11476,So weit die Füße tragen,
12226,['Drama'],8272,The Savages,
12227,"['Horror', 'Thriller']",13186,Wrong Turn 2: Dead End,Evil Awaits.
12228,"['Horror', 'Drama', 'Thriller']",6537,El orfanato,A tale of love.  A story of horror.
12229,"['Drama', 'History', 'Romance', 'War']",43798,That Hamilton Woman,The Year's Most Exciting Team of Screen Lovers !
12230,"['Comedy', 'Drama', 'Romance']",7326,Juno,A comedy about growing up... and the bumps along the way.
12231,"['History', 'Drama']",1874,Goodbye Bafana,
12232,['Drama'],55192,東京暮色,
12233,['Documentary'],33003,Maxed Out,
12234,"['Drama', 'Romance']",1989,My Blueberry Nights,How do you say goodbye to someone you can't imagine living without?
12235,"['Crime', 'Drama']",4946,La Piscine,
12236,"['Drama', 'Comedy', 'Romance']",24123,Cake,Have your life and eat it too.
12237,"['Horror', 'Science Fiction']",28522,Day of the Dead 2: Contagium,
12238,['Drama'],48266,Ma mère,
12239,"['Thriller', 'Romance']",71848,Noise,What would you do for a good night's sleep?
12240,['Documentary'],34424,Party Monster,He came. He partied. He killed.
12241,['Drama'],25460,Return to Sender,"How can you save someone, who won't save herself?"
12242,['Documentary'],25740,"Buy the Ticket, Take the Ride",
12243,['Drama'],13076,Starting Out in the Evening,
12244,"['Drama', 'War']",11600,Redacted,
12245,['Documentary'],35237,Suicide Killers,
12246,['Documentary'],13023,The Devil Came on Horseback,A witness to evil. A force for peace. An unbelievable true story.
12247,[],150938,All Passion Spent,
12248,"['Comedy', 'Drama', 'Romance']",46902,The Treatment,"A comedy about life, love... and escaping your shrink."
12249,['Documentary'],10884,10 Questions for the Dalai Lama,
12250,['Documentary'],13348,Helvetica,
12251,['Drama'],64942,Mary,It takes courage to walk in the truth.
12252,['Drama'],25784,Vượt Sóng,
12253,"['History', 'Documentary', 'War', 'Foreign']",22452,The War on Democracy,Never believe anything until it is officially denied
12254,"['Drama', 'Comedy']",7350,The Bucket List,Find the joy.
12255,['Documentary'],66110,Fall from Grace,
12256,"['Drama', 'Fantasy']",26600,Between Two Worlds,They lived in the Shadow of Death!
12257,['Drama'],7979,The Kite Runner,There is a way to be good again.
12258,"['Action', 'Crime']",20567,不良姐御伝 猪の鹿お蝶,The Biography of the Woman Boss of Bad Girls...
12259,"['Drama', 'Romance']",45126,Les amants réguliers,
12260,"['Drama', 'Foreign', 'Romance', 'Science Fiction']",52473,Allegro,Allegro dwells on the romantic world in which character flaws and personal mistakes alter one's universe.
12261,"['Horror', 'Thriller']",12171,The Deaths of Ian Stone,Live everyday like it's your last.
12262,[],157373,Commune,Peace and love are only half the story.
12263,"['Drama', 'Action', 'Romance']",71066,Robin Hood,
12264,"['Comedy', 'Romance']",13299,Densha Otoko,A True Love Story
12265,"['Crime', 'Drama', 'Thriller']",13250,Butterfly on a Wheel,Lives will be broken
12266,"['Drama', 'Comedy']",42790,Sedotta e abbandonata,
12267,['Comedy'],9867,The Go-Getter,Life doesn't come with a roadmap.
12268,"['Drama', 'Horror', 'Thriller']",15495,The Hamiltons,Every Family Has Its Secrets.
12269,"['Drama', 'Romance']",53896,Close My Eyes,There are some relationships so taboo they're irresistible.
12270,"['Crime', 'Drama', 'Mystery', 'Thriller']",14148,The Flock,
12271,['Adventure'],48737,Tirant lo Blanc,
12272,"['Comedy', 'Drama', 'Fantasy', 'Romance']",13198,Wristcutters: A Love Story,"Life is a trip, but the afterlife is one hell of a ride"
12273,"['Music', 'Drama']",14804,Vitus,
12274,"['Drama', 'TV Movie']",111744,Joe and Max,
12275,"['Crime', 'Drama']",36328,Longford,The only thing more shocking than her crime was his crusade to free her
12276,"['Comedy', 'Drama']",23817,The Big Bad Swim,Life is about keeping your head above water.
12277,"['Drama', 'Horror', 'Music']",13885,Sweeney Todd: The Demon Barber of Fleet Street,Never Forget. Never Forgive.
12278,"['Action', 'Adventure', 'Mystery', 'Thriller']",6637,National Treasure: Book of Secrets,The Greatest Adventure History Has Ever Revealed
12279,"['Drama', 'Romance']",12130,黑眼圈,
12280,['Drama'],7345,There Will Be Blood,There Will Be Greed. There Will Be Vengeance.
12281,"['Drama', 'Fantasy', 'Comedy']",42529,W.R. - Misterije organizma,
12282,"['Comedy', 'Drama', 'History']",6538,Charlie Wilson's War,Based on a true story. You think we could make all this up?
12283,"['Action', 'Western']",40682,The Train Robbers,The gold or the grave. The young widow could lead them to either.
12284,"['Fantasy', 'Action', 'Science Fiction', 'Thriller', 'Horror']",440,Aliens vs Predator: Requiem,The Last Place On Earth We Want To Be Is In The Middle
12285,"['Comedy', 'Music']",6575,Walk Hard: The Dewey Cox Story,Life made him tough. Love made him strong. Music made him hard.
12286,['Comedy'],19213,Pledge This!,Pledging Has Never Been This Hilarious.
12287,"['Comedy', 'Drama', 'Romance']",19103,As You Like It,
12288,"['Drama', 'Comedy', 'Romance']",6076,Keinohrhasen,
12289,"['Action', 'Crime', 'Thriller']",9546,Ricochet,He's a cop accused of murder. And the only man who knows he's innocent is the killer who framed him.
12290,"['Comedy', 'Foreign']",40860,O Cheiro do Ralo,
12291,['Comedy'],111854,Chicks With Sticks,The puck stops here.
12292,['Drama'],14047,The Great Debaters,"When the nation was in need, he inspired them to give us hope."
12293,"['Drama', 'Comedy']",1488,綠草地,
12294,"['Comedy', 'Drama', 'Romance']",14118,Dedication,With each moment we write our story
12295,"['Fantasy', 'Adventure', 'Family']",54318,The Water Horse,How Do You Keep A Secret This Big?
12296,"['TV Movie', 'Science Fiction', 'Action', 'Drama', 'Thriller']",69315,Battlestar Galactica: Razor,Fear gets you killed. Anger keeps you alive.
12297,"['Action', 'Adventure', 'Drama', 'Science Fiction']",45871,枪火,
12298,"['Drama', 'Romance']",6023,P.S. I Love You,"His life ended. Now, a new one will begin."
12299,"['Comedy', 'Drama', 'Romance', 'Family']",26990,The Perfect Holiday,
12300,"['Comedy', 'Romance']",6557,27 Dresses,She's about to find the perfect fit.
12301,"['Fantasy', 'Drama', 'Comedy']",107282,Savages,
12302,"['Horror', 'Thriller', 'Mystery']",28363,The Mad Magician,3D THRILL! Fuel for the human bonfire!
12303,"['Documentary', 'Drama', 'History']",17181,Nanking,
12304,['Drama'],69557,The Pumpkin Eater,A Much Married Woman Who Drifts From Husband to Husband!
12305,"['Comedy', 'Romance']",110909,Cosas que nunca te dije,
12306,"['Drama', 'Thriller']",31068,Palabras encadenadas,
12307,"['Drama', 'Foreign']",60141,Lavoura Arcaica,
12308,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']",32307,Santa Claus Conquers the Martians,
12309,"['Drama', 'History']",49367,Dois Filhos de Francisco,
12310,"['Comedy', 'Drama']",28272,彼岸花,
12311,"['Crime', 'Drama', 'Thriller']",4787,Cassandra's Dream,Family is Family
12312,"['Drama', 'Thriller']",21847,10.5: Apocalypse,The day after tomorrow has arrived
12313,"['Comedy', 'Romance']",33358,The Mostly Unfabulous Social Life of Ethan Green,You think you have dating problems...
12314,['Drama'],7508,Taare Zameen Par,Every child is special
12315,"['Comedy', 'Western']",20629,Limonádový Joe aneb Koňská opera,
12316,"['Fantasy', 'Drama', 'Horror', 'Action', 'Thriller', 'Science Fiction']",10253,디워,They've made our world their battleground
12317,"['Drama', 'Comedy', 'Romance']",44434,LOL,
12318,"['Comedy', 'Drama']",5259,ביקור התזמורת,
12319,"['Drama', 'Foreign', 'Romance']",47841,In Between Days,
12320,"['Horror', 'Mystery']",8329,[REC],One witness. One camera
12321,"['Drama', 'Crime', 'Thriller']",14062,Calibre 45,Nobody does revenge like a woman.
12322,"['Mystery', 'Thriller']",51992,And Soon the Darkness,Remember the way Hitchcock kept you on the edge of your seat...?
12323,"['Comedy', 'Drama', 'Music', 'Romance']",49717,Tjenare Kungen,
12324,"['Adventure', 'Fantasy', 'Action', 'Drama']",2312,In the Name of the King: A Dungeon Siege Tale,Rise and fight
12325,"['Crime', 'Drama', 'Thriller']",13195,Flawless,
12326,"['Drama', 'Foreign']",78705,Cama adentro,
12327,['Drama'],30535,Anche libero va bene,
12328,"['Action', 'Thriller', 'Science Fiction']",7191,Cloverfield,Some Thing Has Found Us
12329,"['Action', 'Comedy', 'Crime']",12085,Mad Money,
12330,"['Action', 'Thriller']",24624,The Detonator,
12331,"['Drama', 'Thriller']",4170,Trade,"Each year, more than 1,000,000 people are trafficked across international borders... against their will."
12332,"['Crime', 'Thriller', 'Mystery']",13252,Cleaner,
12333,"['Drama', 'Romance']",42635,"Rachel, Rachel",Who was she? Sometimes she was a child skipping rope. Sometimes she was a woman with a passionate hunger. And one day the woman and the child came together...
12334,"['Comedy', 'Horror']",11908,Hatchet,Stay out of the swamp.
12335,"['Comedy', 'Romance']",15017,Blonde Ambition,Small-town girl. Big-time dreams.
12336,"['Romance', 'Drama', 'Music']",86241,Welcome to L.A.,City of the One Night Stands.
12337,"['Horror', 'Thriller']",8875,Timber Falls,
12338,"['Drama', 'Family']",37780,The Sensation Of Sight,When life becomes a second language
12339,"['Drama', 'Action', 'Comedy', 'Thriller', 'Romance']",18290,Arranged,
12340,"['Romance', 'Comedy', 'Drama']",10247,He Was a Quiet Man,He seemed like such a nice guy.. He pretty much kept to himself...
12341,['Western'],43604,Viva Villa!,"...TOO BIG FOR HOLLYWOOD...it was dramatized in the heart of Mexico, with a cast of thousands!"
12342,"['Horror', 'Thriller']",3575,The Return of Doctor X,HE ROSE FROM THE DEAD...TO HAUNT THE LIVING!!!
12343,"['Action', 'Comedy', 'Western']",28303,The Cheyenne Social Club,"They made their own laws at ""The Cheyenne Social Club"" ... no wonder everyone's dying to get in!"
12344,['Drama'],27507,"Laugh, Clown, Laugh",
12345,['Western'],71068,The Iron Horse,
12346,"['Drama', 'Western']",111747,Just Pals,
12347,"['Romance', 'Western']",32716,3 Bad Men,
12348,['Drama'],41845,天と地と,
12349,"['Fantasy', 'Animation', 'Science Fiction', 'Family']",25078,ねこぢる草,
12350,"['Fantasy', 'Animation', 'Drama', 'Science Fiction']",14069,時をかける少女,
12351,"['Comedy', 'Drama', 'Romance']",15053,Sex and Breakfast,Inhibition is the enemy...
12352,['Comedy'],81522,Che?,The kinkiest caper of the year!
12353,"['Horror', 'Mystery', 'Thriller']",6933,One Missed Call,What will it sound like when you die?
12354,"['Action', 'Comedy']",14423,First Sunday,Keep the faith. Steal the rest.
12355,['Drama'],8090,Untraceable,A cyber killer has finally found the perfect accomplice: You.
12356,"['Action', 'Thriller']",7555,Rambo,Heroes never die... They just reload.
12357,['Drama'],16988,How She Move,
12358,['Comedy'],7278,Meet the Spartans,"The Bigger the Hit, The Harder They Fall"
12359,"['Drama', 'Horror', 'Thriller']",9030,The Eye,How can you believe your eyes when they're not yours?
12360,['Comedy'],14220,Strange Wilderness,This ain't March of the Penguins.
12361,['Comedy'],13160,Over Her Dead Body,She's passed on... But she's not moving on.
12362,"['Animation', 'Comedy']",27357,Sztuka spadania,
12363,['Drama'],10834,Im Lauf der Zeit,
12364,"['Action', 'Thriller', 'Horror', 'Science Fiction']",13059,The Signal,This is not a test.
12365,"['Adventure', 'Fantasy', 'Science Fiction']",11253,Hellboy II: The Golden Army,Saving the world is a hell of a job.
12366,['Comedy'],58470,The Green Man,The Kind of Picture the British Have a Way With...Things Like Very Merry Murders...Very Unusual Characters...Very Sly Sex...And All Combined in an Uproar of Laughs and Suspense
12367,"['Comedy', 'Romance']",38007,Ira & Abby,"First comes love, then comes marriage, then comes therapy."
12368,"['Comedy', 'Drama', 'Crime']",8321,In Bruges,Shoot first. Sightsee later.
12369,['Drama'],17665,The Shoes of the Fisherman,
12370,"['Action', 'Adventure', 'Comedy']",4034,L'Homme de Rio,Look What They Call a Quiet Week in Rio!
12371,"['Drama', 'Crime']",1479,"Clean, Shaven",Partition on a strange madness!
12372,"['Drama', 'Romance']",2282,À nos amours,
12373,"['Drama', 'Fantasy', 'War']",100526,Thunder Rock,
12374,['Drama'],62652,Bamako,
12375,"['Crime', 'Drama', 'Science Fiction', 'Thriller']",53094,Welt am Draht,
12376,[],244145,El fondo del mar,
12377,"['Drama', 'Music']",59474,Cazuza - O Tempo Não Pára,
12378,['Documentary'],19275,Future by Design,
12379,"['Drama', 'Comedy', 'Romance']",7973,سكر بنات,
12380,['Drama'],15020,Poor Boy's Game,
12381,['Documentary'],34981,Operation Homecoming: Writing the Wartime Experience,
12382,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",13054,Rise of the Footsoldier,Based on the Shocking True Story
12383,"['Music', 'Documentary']",18893,Joe Strummer: The Future Is Unwritten,
12384,['Drama'],55294,Canvas,
12385,"['Drama', 'Adventure']",43691,The Count of Monte Cristo,Romance Lives On ... In The Glory Of Dumas' Immortal Novel !
12386,['Comedy'],7839,Wedding Daze,Marrying a complete stranger is a life sentence.
12387,"['Drama', 'History']",77245,The Prisoner of Shark Island,
12388,"['Action', 'Thriller', 'Science Fiction', 'Crime', 'Horror']",19384,Dark Angel,"Jack Caine. Houston cop. Human. What he's up against, isn't."
12389,"['Comedy', 'Horror']",13121,Teeth,Every rose has its thorns.
12390,"['Fantasy', 'Science Fiction', 'Adventure']",71072,Crime Zone,God is dead. Hell still exists.
12391,"['Horror', 'Thriller']",46885,Visiting Hours,In this hospital your next visit may be your last.
12392,"['Fantasy', 'Drama']",13315,46億年の恋,"A visually stylish tale of two male prisoners bonded by emotion, love and murder."
12393,"['Drama', 'Foreign', 'Horror']",42041,紀子の食卓,The family that eats together stays together.
